sequence,case,region,metric,on,off,on_minus_off
20200813-subject-02/20200813_154103,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,43.17689447817595,43.176672728165336,0.0002217500106169723
20200813-subject-02/20200813_154408,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,42.07005741198858,42.0855598449707,-0.015502432982124503
20200813-subject-02/20200813_154729,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,26.61328951517741,26.6173996925354,-0.004110177357990352
20200813-subject-02/20200813_155021,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,41.16292576491833,41.15923076868057,0.0036949962377548218
20200813-subject-02/20200813_155314,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,16.678540570395334,16.674407414027623,0.004133156367711166
20200813-subject-02/20200813_155633,natural,geometry_focus_proxy,xyz_depth_inconsistency_mm,8.79163818699973,8.790635795820327,0.0010023911794032614
20200709-subject-01/20200709_142123,natural,geometry_focus_proxy,xyz_reprojection_px,40.06427836418152,40.0661803483963,-0.0019019842147827148
20200709-subject-01/20200709_142446,natural,geometry_focus_proxy,xyz_reprojection_px,32.98345810174942,32.98562681674957,-0.002168715000152588
20200709-subject-01/20200709_142802,natural,geometry_focus_proxy,xyz_reprojection_px,21.97297295280125,21.973783824754797,-0.0008108719535471209
20200709-subject-01/20200709_143125,natural,geometry_focus_proxy,xyz_reprojection_px,39.38103187084198,39.381304144859314,-0.0002722740173339844
20200709-subject-01/20200709_143531,natural,geometry_focus_proxy,xyz_reprojection_px,28.92616504430771,28.919178307056427,0.006986737251281738
20200709-subject-01/20200709_143907,natural,geometry_focus_proxy,xyz_reprojection_px,32.803235735212056,32.80348450796945,-0.0002487727573949883
20200709-subject-01/20200709_144313,natural,geometry_focus_proxy,xyz_reprojection_px,31.86799871004545,31.86641737130972,0.0015813387357290765
20200709-subject-01/20200709_144735,natural,geometry_focus_proxy,xyz_reprojection_px,32.23980110883713,32.23840045928955,0.0014006495475769043
20200709-subject-01/20200709_145132,natural,geometry_focus_proxy,xyz_reprojection_px,52.02007884979248,52.021817970275876,-0.0017391204833927532
20200709-subject-01/20200709_145743,natural,geometry_focus_proxy,xyz_reprojection_px,16.462045460939407,16.460393339395523,0.0016521215438842773
20200709-subject-01/20200709_150144,natural,geometry_focus_proxy,xyz_reprojection_px,45.09398387028621,45.09160173856295,0.0023821317232588513
20200709-subject-01/20200709_150524,natural,geometry_focus_proxy,xyz_reprojection_px,17.83489841222763,17.834406316280365,0.000492095947265625
20200709-subject-01/20200709_150906,natural,geometry_focus_proxy,xyz_reprojection_px,30.730526479085288,30.734951146443684,-0.004424667358396306
20200709-subject-01/20200709_151246,natural,geometry_focus_proxy,xyz_reprojection_px,39.63906987508138,39.63792292277018,0.0011469523112026536
20200709-subject-01/20200709_151632,natural,geometry_focus_proxy,xyz_reprojection_px,28.999038696289062,28.995879046122234,0.0031596501668289534
20200709-subject-01/20200709_152420,natural,geometry_focus_proxy,xyz_reprojection_px,17.037680208683014,17.03501918911934,0.0026610195636749268
20200709-subject-01/20200709_152757,natural,geometry_focus_proxy,xyz_reprojection_px,15.161678837191674,15.15972512768161,0.001953709510065238
20200709-subject-01/20200709_153148,natural,geometry_focus_proxy,xyz_reprojection_px,21.506498336791992,21.506408242618335,9.00941736574623e-05
20200709-subject-01/20200709_153548,natural,geometry_focus_proxy,xyz_reprojection_px,39.96694068908691,39.96522254943848,0.0017181396484318157
20200813-subject-02/20200813_145612,natural,geometry_focus_proxy,xyz_reprojection_px,29.427385156804863,29.427904389121316,-0.0005192323164529
20200813-subject-02/20200813_145920,natural,geometry_focus_proxy,xyz_reprojection_px,39.8199394771031,39.81684902736119,0.0030904497419115273
20200813-subject-02/20200813_150228,natural,geometry_focus_proxy,xyz_reprojection_px,31.689213839444246,31.684419631958008,0.004794207486238378
20200813-subject-02/20200813_150535,natural,geometry_focus_proxy,xyz_reprojection_px,25.600846083267875,25.601156898166824,-0.0003108148989490189
20200813-subject-02/20200813_150823,natural,geometry_focus_proxy,xyz_reprojection_px,20.31768500804901,20.31621253490448,0.00147247314453125
20200813-subject-02/20200813_151117,natural,geometry_focus_proxy,xyz_reprojection_px,23.36423739264993,23.36560608358944,-0.0013686909395111968
20200813-subject-02/20200813_151925,natural,geometry_focus_proxy,xyz_reprojection_px,34.67313232421875,34.67995491027832,-0.0068225860595703125
20200813-subject-02/20200813_152215,natural,geometry_focus_proxy,xyz_reprojection_px,27.010517883300782,27.009309005737304,0.0012088775634779836
20200813-subject-02/20200813_152513,natural,geometry_focus_proxy,xyz_reprojection_px,53.76138814290365,53.7731679280599,-0.01177978515625
20200813-subject-02/20200813_152842,natural,geometry_focus_proxy,xyz_reprojection_px,43.29704793294271,43.30337270100912,-0.00632476806640625
20200813-subject-02/20200813_153152,natural,geometry_focus_proxy,xyz_reprojection_px,32.3828669327956,32.39386925330529,-0.011002320509689412
20200813-subject-02/20200813_153453,natural,geometry_focus_proxy,xyz_reprojection_px,50.00324950899397,50.003455775124685,-0.00020626613071783595
20200813-subject-02/20200813_153802,natural,geometry_focus_proxy,xyz_reprojection_px,23.20190918445587,23.201648235321045,0.00026094913482666016
20200813-subject-02/20200813_154103,natural,geometry_focus_proxy,xyz_reprojection_px,30.506159740945566,30.506300055462383,-0.00014031451681617568
20200813-subject-02/20200813_154408,natural,geometry_focus_proxy,xyz_reprojection_px,20.597901980082195,20.59935410817464,-0.0014521280924455482
20200813-subject-02/20200813_154729,natural,geometry_focus_proxy,xyz_reprojection_px,22.582763353983562,22.582985560099285,-0.00022220611572265625
20200813-subject-02/20200813_155021,natural,geometry_focus_proxy,xyz_reprojection_px,17.581420481204987,17.581614583730698,-0.00019410252571105957
20200813-subject-02/20200813_155314,natural,geometry_focus_proxy,xyz_reprojection_px,21.129144396100724,21.12892741248721,0.00021698361351241147
20200813-subject-02/20200813_155633,natural,geometry_focus_proxy,xyz_reprojection_px,28.220253263201034,28.220434370495024,-0.0001811072939901237
20200709-subject-01/20200709_142123,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_142446,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_142802,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_143125,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_143531,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_143907,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_144313,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_144735,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_145132,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_145743,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_150144,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_150524,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_150906,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_151246,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_151632,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_152420,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_152757,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_153148,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_153548,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_145612,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_145920,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_150228,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_150535,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_150823,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_151117,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_151925,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_152215,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_152513,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_152842,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_153152,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_153453,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_153802,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154103,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154408,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_154729,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155021,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155314,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200813-subject-02/20200813_155633,natural,geometry_focus_proxy,behind_camera_fraction,0.0,0.0,0.0
20200709-subject-01/20200709_142123,natural,geometry_focus_proxy,valid_probability,0.21291531901806593,0.2126517533324659,0.00026356568560004234
20200709-subject-01/20200709_142446,natural,geometry_focus_proxy,valid_probability,0.31490970123559237,0.3149431739002466,-3.347266465425491e-05
20200709-subject-01/20200709_142802,natural,geometry_focus_proxy,valid_probability,0.5226882903472237,0.5226980875367704,-9.797189546634222e-06
20200709-subject-01/20200709_143125,natural,geometry_focus_proxy,valid_probability,0.2689100313000381,0.26897019799798727,-6.0166697949171066e-05
20200709-subject-01/20200709_143531,natural,geometry_focus_proxy,valid_probability,0.38866616133600473,0.3887893473729491,-0.00012318603694438934
20200709-subject-01/20200709_143907,natural,geometry_focus_proxy,valid_probability,0.3883732415380932,0.3884027259690421,-2.9484430948856222e-05
20200709-subject-01/20200709_144313,natural,geometry_focus_proxy,valid_probability,0.30440620275644154,0.30449025676800656,-8.405401156502679e-05
20200709-subject-01/20200709_144735,natural,geometry_focus_proxy,valid_probability,0.18855360767338425,0.18849001463968307,6.359303370118141e-05
20200709-subject-01/20200709_145132,natural,geometry_focus_proxy,valid_probability,0.23271404709666968,0.23282875679433346,-0.00011470969766377848
20200709-subject-01/20200709_145743,natural,geometry_focus_proxy,valid_probability,0.2603091869968921,0.2603441569954157,-3.496999852359295e-05
20200709-subject-01/20200709_150144,natural,geometry_focus_proxy,valid_probability,0.0405990553375047,0.04054548208100291,5.357325650178629e-05
20200709-subject-01/20200709_150524,natural,geometry_focus_proxy,valid_probability,0.48564895894378424,0.4855632223188877,8.573662489652634e-05
20200709-subject-01/20200709_150906,natural,geometry_focus_proxy,valid_probability,0.2398530016342799,0.2401593973239263,-0.0003063956896464104
20200709-subject-01/20200709_151246,natural,geometry_focus_proxy,valid_probability,0.2789134606719017,0.279095155497392,-0.00018169482549029725
20200709-subject-01/20200709_151632,natural,geometry_focus_proxy,valid_probability,0.46537581980228426,0.4652019570271174,0.00017386277516684423
20200709-subject-01/20200709_152420,natural,geometry_focus_proxy,valid_probability,0.00775590309672225,0.007755214506914854,6.885898073960561e-07
20200709-subject-01/20200709_152757,natural,geometry_focus_proxy,valid_probability,0.3296555939220613,0.3295710365618429,8.455736021839577e-05
20200709-subject-01/20200709_153148,natural,geometry_focus_proxy,valid_probability,0.5151264071464539,0.5151422584758085,-1.5851329354665822e-05
20200709-subject-01/20200709_153548,natural,geometry_focus_proxy,valid_probability,0.2752347946166992,0.2752074658870697,2.73287296295166e-05
20200813-subject-02/20200813_145612,natural,geometry_focus_proxy,valid_probability,0.41707855463027954,0.4171657914465124,-8.723681623284962e-05
20200813-subject-02/20200813_145920,natural,geometry_focus_proxy,valid_probability,0.21328990879867757,0.21346390220735753,-0.00017399340867996216
20200813-subject-02/20200813_150228,natural,geometry_focus_proxy,valid_probability,0.023147317877208643,0.023125851876102388,2.146600110625521e-05
20200813-subject-02/20200813_150535,natural,geometry_focus_proxy,valid_probability,0.4707520409770634,0.47079418016516644,-4.2139188103029745e-05
20200813-subject-02/20200813_150823,natural,geometry_focus_proxy,valid_probability,0.39059998467564583,0.39052043855190277,7.954612374305725e-05
20200813-subject-02/20200813_151117,natural,geometry_focus_proxy,valid_probability,0.454528296695036,0.4547010221902062,-0.00017272549517016733
20200813-subject-02/20200813_151925,natural,geometry_focus_proxy,valid_probability,0.10245824679732322,0.10273144841194153,-0.0002732016146183014
20200813-subject-02/20200813_152215,natural,geometry_focus_proxy,valid_probability,0.04398995395749807,0.0440189216285944,-2.8967671096329084e-05
20200813-subject-02/20200813_152513,natural,geometry_focus_proxy,valid_probability,0.055891512582699455,0.055861795941988625,2.971664071083069e-05
20200813-subject-02/20200813_152842,natural,geometry_focus_proxy,valid_probability,0.04775289073586464,0.047928938952585064,-0.00017604821672042442
20200813-subject-02/20200813_153152,natural,geometry_focus_proxy,valid_probability,0.46903048570339495,0.4693403656666095,-0.00030987996321457656
20200813-subject-02/20200813_153453,natural,geometry_focus_proxy,valid_probability,0.2659840758091637,0.266001352109015,-1.7276299851265442e-05
20200813-subject-02/20200813_153802,natural,geometry_focus_proxy,valid_probability,0.3864913312718272,0.38656012061983347,-6.878934800624847e-05
20200813-subject-02/20200813_154103,natural,geometry_focus_proxy,valid_probability,0.45114741506783856,0.4511406680812006,6.7469866379399335e-06
20200813-subject-02/20200813_154408,natural,geometry_focus_proxy,valid_probability,0.29452117206528783,0.294437399910142,8.377215514582259e-05
20200813-subject-02/20200813_154729,natural,geometry_focus_proxy,valid_probability,0.43805086612701416,0.43826022495826084,-0.00020935883124667543
20200813-subject-02/20200813_155021,natural,geometry_focus_proxy,valid_probability,0.40500094555318356,0.4049181453883648,8.280016481876373e-05
20200813-subject-02/20200813_155314,natural,geometry_focus_proxy,valid_probability,0.4635944181964511,0.46358814125969294,6.2769367581427815e-06
20200813-subject-02/20200813_155633,natural,geometry_focus_proxy,valid_probability,0.24843577118146987,0.24839808685438974,3.768432708012304e-05
20200709-subject-01/20200709_142123,natural,geometry_focus_proxy,valid_brier,0.6300762835890055,0.6304972693324089,-0.00042098574340343475
20200709-subject-01/20200709_142446,natural,geometry_focus_proxy,valid_brier,0.49107921682298183,0.4910141136497259,6.510317325592041e-05
20200709-subject-01/20200709_142802,natural,geometry_focus_proxy,valid_brier,0.22803202919338061,0.22802213093508844,9.898258292173612e-06
20200709-subject-01/20200709_143125,natural,geometry_focus_proxy,valid_brier,0.5488367322832346,0.548759127035737,7.76052474975586e-05
20200709-subject-01/20200709_143531,natural,geometry_focus_proxy,valid_brier,0.3777140099555254,0.37755839060992,0.00015561934560537338
