sequence,case,region,metric,on,off,on_minus_off
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,shuffled_cosine,0.5645619779825211,0.5645465217530727,1.545622944831848e-05
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,shuffled_cosine,0.5953867696225643,0.595394428819418,-7.659196853637695e-06
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,shuffled_cosine,0.6370471343398094,0.6370634622871876,-1.632794737815857e-05
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,shuffled_cosine,0.6853721998631954,0.6853692047297955,2.995133399963379e-06
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,shuffled_cosine,0.6471691019833088,0.6471705250442028,-1.4230608940124512e-06
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,shuffled_cosine,0.5749913789331913,0.5750067718327045,-1.539289951324463e-05
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,shuffled_cosine,0.6328492127358913,0.6328403279185295,8.884817361831665e-06
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,shuffled_cosine,0.6152193509042263,0.6152500919997692,-3.0741095542907715e-05
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,shuffled_cosine,0.6774854771792889,0.6774863451719284,-8.67992639541626e-07
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,shuffled_cosine,0.642315749078989,0.6422993876039982,1.6361474990844727e-05
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,shuffled_cosine,0.5760450959205627,0.5760422609746456,2.8349459171295166e-06
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,shuffled_cosine,0.6077262796461582,0.6077283546328545,-2.074986696243286e-06
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,shuffled_cosine,0.619811587035656,0.6198681090027094,-5.652196705341339e-05
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,shuffled_cosine,0.586044829338789,0.5860273949801922,1.7434358596801758e-05
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,shuffled_cosine,0.6958620250225067,0.6958642676472664,-2.2426247596740723e-06
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,shuffled_cosine,0.5724671967327595,0.572445273399353,2.1923333406448364e-05
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,shuffled_cosine,0.5921952165663242,0.5921927578747272,2.4586915969848633e-06
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,shuffled_cosine,0.5839432515203953,0.583938468247652,4.783272743225098e-06
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,shuffled_cosine,0.6578371599316597,0.6578436829149723,-6.5229833126068115e-06
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,shuffled_cosine,0.6152044907212257,0.6152301728725433,-2.5682151317596436e-05
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,shuffled_cosine,0.5977203287184238,0.5977366417646408,-1.631304621696472e-05
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,shuffled_cosine,0.5889786556363106,0.5889727585017681,5.89713454246521e-06
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,shuffled_cosine,0.5977482497692108,0.5977079942822456,4.025548696517944e-05
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,shuffled_cosine,0.7211327403783798,0.7211327515542507,-1.1175870895385742e-08
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,shuffled_cosine,0.5293592214584351,0.5294010043144226,-4.178285598754883e-05
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,shuffled_cosine,0.6231907419860363,0.623181976377964,8.765608072280884e-06
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,constant_cosine,0.5355814062058926,0.5355734713375568,7.934868335723877e-06
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,constant_cosine,0.6254797503352165,0.6254645697772503,1.51805579662323e-05
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,constant_cosine,0.6765077412128448,0.6765280552208424,-2.0314007997512817e-05
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,constant_cosine,0.628372813974108,0.6283217200211116,5.109395299640607e-05
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,constant_cosine,0.6700147092342377,0.670007236301899,7.4729323387146e-06
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,constant_cosine,0.6341409608721733,0.6341466084122658,-5.647540092468262e-06
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,constant_cosine,0.6032513976097107,0.6032453626394272,6.034970283508301e-06
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,constant_cosine,0.6176290661096573,0.6176298297941685,-7.636845111846924e-07
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,constant_cosine,0.6766371540725231,0.6766465604305267,-9.406358003616333e-06
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,constant_cosine,0.6884834840893745,0.6884710416197777,1.2442469596862793e-05
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,constant_cosine,0.6622900627553463,0.6622981801629066,-8.11740756034851e-06
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,constant_cosine,0.6256610713899136,0.6256732530891895,-1.2181699275970459e-05
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,constant_cosine,0.6596381179988384,0.6596345044672489,3.6135315895080566e-06
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,constant_cosine,0.6747221052646637,0.6747351661324501,-1.306086778640747e-05
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,constant_cosine,0.7087549865245819,0.7087554223835468,-4.3585896492004395e-07
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,constant_cosine,0.6442632377147675,0.6442646011710167,-1.3634562492370605e-06
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,constant_cosine,0.5939672887325287,0.5939712785184383,-3.98978590965271e-06
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,constant_cosine,0.603305708616972,0.6033017411828041,3.9674341678619385e-06
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,constant_cosine,0.6500387527048588,0.6500612832605839,-2.2530555725097656e-05
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,constant_cosine,0.6403459534049034,0.6403445787727833,1.3746321201324463e-06
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,constant_cosine,0.6917265318334103,0.691722147166729,4.384666681289673e-06
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,constant_cosine,0.625187836587429,0.6251832768321037,4.559755325317383e-06
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,constant_cosine,0.6406650319695473,0.6406683064997196,-3.2745301723480225e-06
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,constant_cosine,0.6130785681307316,0.6130760796368122,2.4884939193725586e-06
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,constant_cosine,0.6727557703852654,0.672757338732481,-1.5683472156524658e-06
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,constant_cosine,0.6159727014601231,0.61597565934062,-2.9578804969787598e-06
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,constant_cosine,0.581667099148035,0.5816680267453194,-9.275972843170166e-07
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,constant_cosine,0.6327553763985634,0.6327565759420395,-1.1995434761047363e-06
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,constant_cosine,0.6218425817787647,0.6218093242496252,3.325752913951874e-05
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,constant_cosine,0.7383781000971794,0.7383734323084354,4.667788743972778e-06
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,constant_cosine,0.6929234266281128,0.6927567720413208,0.0001666545867919922
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,constant_cosine,0.6845058873295784,0.6844838634133339,2.2023916244506836e-05
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,centered_cosine,0.373322082683444,0.3732906822115183,3.1400471925735474e-05
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,centered_cosine,0.3012901321053505,0.3003782704472542,0.0009118616580963135
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,centered_cosine,0.3397501762956381,0.3396946806460619,5.5495649576187134e-05
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,centered_cosine,0.29398471862077713,0.2940197544438498,-3.503582307268216e-05
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,centered_cosine,0.40963517129421234,0.40957710333168507,5.8067962527275085e-05
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,centered_cosine,0.284519424661994,0.28454031981527805,-2.0895153284072876e-05
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,centered_cosine,0.28517009411007166,0.2851299336180091,4.0160492062568665e-05
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,centered_cosine,0.4045992083847523,0.40461588837206364,-1.667998731136322e-05
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,centered_cosine,0.5207036808133125,0.5206956453621387,8.035451173782349e-06
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,centered_cosine,0.43379100784659386,0.433850796893239,-5.978904664516449e-05
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,centered_cosine,0.4396466501057148,0.43963305465877056,1.3595446944236755e-05
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,centered_cosine,0.3911475073546171,0.3911162484437227,3.125891089439392e-05
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,centered_cosine,0.37920163199305534,0.37918172031641006,1.991167664527893e-05
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,centered_cosine,0.31181550770998,0.3114683413878083,0.0003471663221716881
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,centered_cosine,0.43660319223999977,0.4365507382899523,5.245395004749298e-05
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,centered_cosine,0.48055375926196575,0.480585316196084,-3.1556934118270874e-05
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,centered_cosine,0.42605510726571083,0.4260385762900114,1.6530975699424744e-05
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,centered_cosine,0.33645614981651306,0.3364824317395687,-2.6281923055648804e-05
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,centered_cosine,0.4111712146550417,0.41114550456404686,2.57100909948349e-05
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,centered_cosine,0.3911659028381109,0.3912271596491337,-6.125681102275848e-05
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,centered_cosine,0.3139244429767132,0.3139256741851568,-1.2312084436416626e-06
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,centered_cosine,0.35283946618437767,0.3527261093258858,0.00011335685849189758
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,centered_cosine,0.332209350541234,0.33220265805721283,6.692484021186829e-06
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,centered_cosine,0.40768308006227016,0.40767172537744045,1.1354684829711914e-05
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,centered_cosine,0.33968465961515903,0.33965282142162323,3.183819353580475e-05
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,centered_cosine,0.4369183015078306,0.43694417737424374,-2.5875866413116455e-05
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,centered_cosine,0.43700833432376385,0.43701943568885326,-1.1101365089416504e-05
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,centered_cosine,0.3156913835555315,0.31578969955444336,-9.83159989118576e-05
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,centered_cosine,0.36961194686591625,0.3696229327470064,-1.0985881090164185e-05
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,centered_cosine,0.4164790138602257,0.41652821004390717,-4.919618368148804e-05
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,centered_cosine,0.5280999541282654,0.5278790593147278,0.00022089481353759766
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,centered_cosine,0.4114729277789593,0.411456648260355,1.6279518604278564e-05
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,spatial_variance_ratio,0.4449025671929121,0.4449184015393257,-1.5834346413612366e-05
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,spatial_variance_ratio,0.12939359294250607,0.12935872888192534,3.486406058073044e-05
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,spatial_variance_ratio,0.4389272518455982,0.43895728699862957,-3.0035153031349182e-05
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,spatial_variance_ratio,0.26047530504209654,0.26055464521050453,-7.934016840799307e-05
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,spatial_variance_ratio,0.43935614824295044,0.43945188634097576,-9.573809802532196e-05
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,spatial_variance_ratio,0.7267285957932472,0.7267053425312042,2.3253262042999268e-05
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,spatial_variance_ratio,0.3043175023049116,0.30423915572464466,7.834658026695251e-05
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5743086002767086,0.5742934495210648,1.5150755643844604e-05
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,spatial_variance_ratio,0.6224063783884048,0.6223871521651745,1.922622323036194e-05
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5643529929220676,0.5643887743353844,-3.5781413316726685e-05
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,spatial_variance_ratio,0.6632004864513874,0.663216233253479,-1.574680209159851e-05
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5581621862947941,0.5582212619483471,-5.907565355300903e-05
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,spatial_variance_ratio,0.6488124132156372,0.6487937644124031,1.8648803234100342e-05
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,spatial_variance_ratio,0.4140776041895151,0.414060827344656,1.677684485912323e-05
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,spatial_variance_ratio,0.8488281406462193,0.8487852811813354,4.285946488380432e-05
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5231416951864958,0.5232620183378458,-0.00012032315135002136
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,spatial_variance_ratio,0.45356046967208385,0.4535231739282608,3.729574382305145e-05
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5130551662296057,0.5131102073937654,-5.504116415977478e-05
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5185179486870766,0.5183016378432512,0.00021631084382534027
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,spatial_variance_ratio,0.39673074521124363,0.3966812193393707,4.9525871872901917e-05
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,spatial_variance_ratio,0.45433771796524525,0.4542396403849125,9.807758033275604e-05
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,spatial_variance_ratio,0.3870123829692602,0.3870180882513523,-5.705282092094421e-06
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,spatial_variance_ratio,0.42051616311073303,0.42053845152258873,-2.2288411855697632e-05
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,spatial_variance_ratio,0.6030475161969662,0.603035494685173,1.2021511793136597e-05
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,spatial_variance_ratio,0.4790834840387106,0.479059386998415,2.409704029560089e-05
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5467811785638332,0.5467262901365757,5.488842725753784e-05
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5117204114794731,0.5117148123681545,5.599111318588257e-06
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5396756809204817,0.5396175403147936,5.814060568809509e-05
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5033714175224304,0.5034102369099855,-3.8819387555122375e-05
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,spatial_variance_ratio,0.8568289428949356,0.8568675071001053,-3.8564205169677734e-05
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,spatial_variance_ratio,0.5591185688972473,0.5579562187194824,0.0011623501777648926
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,spatial_variance_ratio,1.093433290719986,1.0933332443237305,0.00010004639625549316
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,retrieval_top1,0.2757353000342846,0.2757353000342846,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,retrieval_top1,0.875,0.875,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,retrieval_top1,0.33272804226726294,0.33272804226726294,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,retrieval_top1,0.6428571428571429,0.6428571428571429,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,retrieval_top1,0.25984849128872156,0.25984849128872156,0.0
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,retrieval_top1,0.1527777793817222,0.1527777793817222,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,retrieval_top1,0.17500000353902578,0.17500000353902578,0.0
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,retrieval_top1,0.24151481594890356,0.24151481594890356,0.0
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,retrieval_top1,0.44716417975723743,0.44716417975723743,0.0
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,retrieval_top1,0.48472223710268736,0.48472223710268736,0.0
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,retrieval_top1,0.24796792306005955,0.2502000657841563,-0.002232142724096775
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,retrieval_top1,0.5488591380417347,0.5566716380417347,-0.0078125
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,retrieval_top1,0.2006243015639484,0.2006243015639484,0.0
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,retrieval_top1,0.96875,0.96875,0.0
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,retrieval_top1,0.24226190987974405,0.23928571911528707,0.0029761907644569874
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,retrieval_top1,0.4139725808054209,0.4191809147596359,-0.00520833395421505
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,retrieval_top1,0.3076173700392246,0.3076173700392246,0.0
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,retrieval_top1,0.2214972609654069,0.2214972609654069,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,retrieval_top1,0.322686126222834,0.322686126222834,0.0
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,retrieval_top1,0.43402777798473835,0.43402777798473835,0.0
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,retrieval_top1,0.3770833406597376,0.3770833406597376,0.0
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,retrieval_top1,0.3375000087544322,0.34375000931322575,-0.006250000558793545
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,retrieval_top1,0.2454670388251543,0.2454670388251543,0.0
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,retrieval_top1,0.3128289468586445,0.3128289468586445,0.0
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,retrieval_top1,0.583333345130086,0.583333345130086,0.0
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,retrieval_top1,0.36739765852689743,0.37052265740931034,-0.0031249988824129105
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,retrieval_top1,0.21108239563181996,0.21108239563181996,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,retrieval_top1,0.5398065485060215,0.5398065485060215,0.0
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,retrieval_top1,0.6687500160187483,0.6562500167638063,0.01249999925494194
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,retrieval_top1,0.3698863731697202,0.3698863731697202,0.0
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,retrieval_top1,1.0,1.0,0.0
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,retrieval_top1,0.3184425039216876,0.3184425039216876,0.0
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,retrieval_error_px,15.16109162569046,15.16109162569046,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,retrieval_error_px,1.75,1.75,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,retrieval_error_px,11.942668855190277,11.942668855190277,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,retrieval_error_px,5.0,5.0,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,retrieval_error_px,12.15180230140686,12.15180230140686,0.0
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,retrieval_error_px,17.642180562019348,17.642180562019348,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,retrieval_error_px,14.562940210103989,14.562940210103989,0.0
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,retrieval_error_px,13.978887796401978,13.933822810649872,0.04506498575210571
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,retrieval_error_px,8.763398230075836,8.784717977046967,-0.02131974697113037
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,retrieval_error_px,7.964286535978317,7.964286535978317,0.0
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,retrieval_error_px,14.083440899848938,14.020940899848938,0.0625
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,retrieval_error_px,6.743129849433899,6.588450253009796,0.15467959642410278
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,retrieval_error_px,18.42992264032364,18.42992264032364,0.0
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,retrieval_error_px,0.6187184453010559,0.6187184453010559,0.0
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,retrieval_error_px,12.959858894348145,13.001525580883026,-0.04166668653488159
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,retrieval_error_px,8.694943130016327,8.622026473283768,0.0729166567325592
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,retrieval_error_px,13.453770637512207,13.453770637512207,0.0
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,retrieval_error_px,18.484493494033813,18.484493494033813,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,retrieval_error_px,13.557300627231598,13.557300627231598,0.0
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,retrieval_error_px,11.128637909889221,11.128637909889221,0.0
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,retrieval_error_px,9.8751500248909,9.8751500248909,0.0
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,retrieval_error_px,12.579644620418549,12.40464460849762,0.17500001192092896
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,retrieval_error_px,14.372850775718689,14.372850775718689,0.0
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,retrieval_error_px,12.027463674545288,12.027463674545288,0.0
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,retrieval_error_px,5.979166552424431,5.979166552424431,0.0
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,retrieval_error_px,9.959034115076065,9.915284126996994,0.043749988079071045
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,retrieval_error_px,14.058707296848297,14.098658621311188,-0.039951324462890625
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,retrieval_error_px,6.822610035538673,6.822610035538673,0.0
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,retrieval_error_px,5.072132512927055,5.247132509946823,-0.17499999701976776
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,retrieval_error_px,9.775121420621872,9.775121420621872,0.0
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,retrieval_error_px,0.0,0.0,0.0
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,retrieval_error_px,11.078081846237183,11.078081846237183,0.0
20200709-subject-01/20200709_142123,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.05501833313610405,-0.055026803514920175,8.470378816127777e-06
20200709-subject-01/20200709_142446,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.057669734582304955,0.05754873342812061,0.00012100115418434143
20200709-subject-01/20200709_143125,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.02168103586882353,-0.021684709849068895,3.6739802453666925e-06
20200709-subject-01/20200709_143531,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.04646097549370357,0.04646444533552442,-3.4698418208481407e-06
20200709-subject-01/20200709_143907,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.03184905758826062,-0.031839882489293814,-9.175098966807127e-06
20200709-subject-01/20200709_144313,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.04415580921340734,-0.044147757114842534,-8.0520985648036e-06
20200709-subject-01/20200709_144735,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.05404190067201853,-0.05403965059667826,-2.250075340270996e-06
20200709-subject-01/20200709_145132,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.045365951023995876,-0.04536444414407015,-1.5068799257278442e-06
20200709-subject-01/20200709_150144,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.009525552835839335,-0.009526191966870101,6.391310307662934e-07
20200709-subject-01/20200709_150906,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.02334814824280329,-0.02334016966051422,-7.978582289069891e-06
20200709-subject-01/20200709_151246,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.05052462802268565,-0.0505123904440552,-1.2237578630447388e-05
20200709-subject-01/20200709_151632,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.006208611608599313,0.006212699394382071,-4.0877857827581465e-06
20200709-subject-01/20200709_151948,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.04941093735396862,-0.04941278859041631,1.8512364476919174e-06
20200709-subject-01/20200709_153148,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.03788134269416332,0.037846773862838745,3.456883132457733e-05
20200709-subject-01/20200709_153548,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.02866262197494507,-0.028664747485890985,2.125510945916176e-06
20200813-subject-02/20200813_145612,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.016055826243245974,-0.016038718109484762,-1.710813376121223e-05
20200813-subject-02/20200813_145920,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.03666137857362628,-0.03667808650061488,1.6707926988601685e-05
20200813-subject-02/20200813_150228,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.052858805283904076,-0.052850659703835845,-8.145580068230629e-06
20200813-subject-02/20200813_150535,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.02728706705966033,-0.027310655743349344,2.3588683689013124e-05
20200813-subject-02/20200813_150823,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.011410337669076398,-0.011400733957998455,-9.603711077943444e-06
20200813-subject-02/20200813_151117,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.04437629401218146,-0.04437584860716015,-4.454050213098526e-07
20200813-subject-02/20200813_151925,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.03554051322862506,-0.03557495679706335,3.444356843829155e-05
