method,stream_id,object_id,physical_sequence,start,end,length,post_complete,censor_reason,reference_failed,stable_offset
residual,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
s0_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
s0_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
s1_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
s1_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
fp,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,8,10,3,False,next_occlusion,False,3
residual,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
s0_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
s0_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
s1_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
s1_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
fp,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,16,27,12,True,,False,3
residual,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
fp,20200813-subject-02/20200813_153453/841412060263,12,20200813-subject-02/20200813_153453,65,71,7,False,stream_end,True,
residual,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,3
s0_l1,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,3
s0_l0,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,3
s1_l1,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,3
s1_l0,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,3
fp,20200813-subject-02/20200813_153453/932122060857,12,20200813-subject-02/20200813_153453,11,34,24,True,,False,9
residual,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,3
s0_l1,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,3
s0_l0,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,3
s1_l1,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,3
s1_l0,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,3
fp,20200813-subject-02/20200813_153453/932122061900,12,20200813-subject-02/20200813_153453,1,30,30,True,,True,5
residual,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,7
s0_l1,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,7
s0_l0,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,7
s1_l1,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,7
s1_l0,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,8
fp,20200813-subject-02/20200813_153802/836212060125,13,20200813-subject-02/20200813_153802,1,37,37,True,,True,
residual,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,3
s0_l1,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,3
s0_l0,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,3
s1_l1,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,3
s1_l0,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,3
fp,20200813-subject-02/20200813_154103/836212060125,14,20200813-subject-02/20200813_154103,1,26,26,True,,False,
residual,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
fp,20200813-subject-02/20200813_154103/840412060917,14,20200813-subject-02/20200813_154103,55,73,19,False,stream_end,True,
residual,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
s0_l1,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
s0_l0,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
s1_l1,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
s1_l0,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
fp,20200813-subject-02/20200813_154408/839512060362,15,20200813-subject-02/20200813_154408,22,23,2,True,,False,6
residual,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,6
s0_l1,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,6
s0_l0,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,6
s1_l1,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,6
s1_l0,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,6
fp,20200813-subject-02/20200813_154408/932122060857,15,20200813-subject-02/20200813_154408,15,33,19,True,,True,8
residual,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
s0_l1,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
s0_l0,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
s1_l1,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
s1_l0,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
fp,20200813-subject-02/20200813_154729/932122060857,16,20200813-subject-02/20200813_154729,38,44,7,True,,False,3
residual,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
s0_l1,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
s0_l0,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
s1_l1,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
s1_l0,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
fp,20200813-subject-02/20200813_155021/840412060917,17,20200813-subject-02/20200813_155021,28,37,10,True,,True,
residual,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
s0_l1,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
s0_l0,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
s1_l1,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
s1_l0,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
fp,20200813-subject-02/20200813_155021/841412060263,17,20200813-subject-02/20200813_155021,10,26,17,True,,True,
residual,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,10
s0_l1,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,10
s0_l0,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,8
s1_l1,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,10
s1_l0,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,
fp,20200813-subject-02/20200813_155021/932122060857,17,20200813-subject-02/20200813_155021,27,27,1,True,,True,
residual,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,9
s0_l1,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,
s0_l0,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,
s1_l1,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,
s1_l0,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,
fp,20200813-subject-02/20200813_155021/932122060861,17,20200813-subject-02/20200813_155021,33,35,3,True,,True,
residual,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
s0_l1,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
s0_l0,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
s1_l1,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
s1_l0,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
fp,20200813-subject-02/20200813_155314/836212060125,18,20200813-subject-02/20200813_155314,21,73,53,False,stream_end,False,
residual,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
s0_l1,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
s0_l0,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
s1_l1,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
s1_l0,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
fp,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,48,51,4,False,initialization_or_missing_pose_or_visibility,True,
residual,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
fp,20200813-subject-02/20200813_155314/840412060917,18,20200813-subject-02/20200813_155314,59,73,15,False,stream_end,True,
residual,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,3
s0_l1,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,3
s0_l0,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,3
s1_l1,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,3
s1_l0,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,3
fp,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,12,14,3,True,,False,
residual,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
fp,20200813-subject-02/20200813_155314/841412060263,18,20200813-subject-02/20200813_155314,36,73,38,False,stream_end,True,
residual,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,6
s0_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,7
s0_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,6
s1_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,6
s1_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,6
fp,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,18,31,14,True,,False,
residual,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
s0_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
s0_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
s1_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
s1_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
fp,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,46,60,15,False,next_occlusion,False,
residual,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,3
s0_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,3
s0_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,3
s1_l1,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,3
s1_l0,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,3
fp,20200813-subject-02/20200813_155314/932122060857,18,20200813-subject-02/20200813_155314,63,70,8,False,stream_end,False,
residual,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
s0_l1,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
s0_l0,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
s1_l1,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
s1_l0,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
fp,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,21,32,12,False,next_occlusion,True,
residual,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
s0_l1,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
s0_l0,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
s1_l1,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
s1_l0,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
fp,20200813-subject-02/20200813_155314/932122062010,18,20200813-subject-02/20200813_155314,39,40,2,True,,True,
residual,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,3
s0_l1,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,3
s0_l0,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,3
s1_l1,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,3
s1_l0,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,3
fp,20200813-subject-02/20200813_155633/841412060263,20,20200813-subject-02/20200813_155633,17,35,19,True,,False,
residual,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
s0_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
s0_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
s1_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
s1_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
fp,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,14,26,13,False,next_occlusion,True,
residual,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,5
s0_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,5
s0_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,5
s1_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,5
s1_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,5
fp,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,29,37,9,True,,True,
residual,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
s0_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
s0_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
s1_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
s1_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
fp,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,50,50,1,False,next_occlusion,True,
residual,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
s0_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
s0_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
s1_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
s1_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
fp,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,52,55,4,False,next_occlusion,True,
residual,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
fp,20200813-subject-02/20200813_155953/840412060917,21,20200813-subject-02/20200813_155953,57,73,17,False,stream_end,True,
residual,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
s0_l1,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
s0_l0,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
s1_l1,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
s1_l0,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
fp,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,50,51,2,False,initialization_or_missing_pose_or_visibility,True,
residual,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
s0_l1,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
s0_l0,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
s1_l1,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
s1_l0,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
fp,20200813-subject-02/20200813_155953/841412060263,21,20200813-subject-02/20200813_155953,70,73,4,False,stream_end,True,
residual,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,3
s0_l1,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,3
s0_l0,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,3
s1_l1,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,3
s1_l0,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,3
fp,20200813-subject-02/20200813_155953/932122060861,21,20200813-subject-02/20200813_155953,18,31,14,True,,False,7
residual,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
s0_l1,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
s0_l0,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
s1_l1,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
s1_l0,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
fp,20200813-subject-02/20200813_155953/932122061900,21,20200813-subject-02/20200813_155953,23,31,9,True,,True,
