population,metric,physical_sequence,object_id,method,frames,sum
long_occlusion_gt8,add_01,20200709-subject-01/20200709_153548,21,fp,67,2100.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,residual,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,s0_l1,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,s0_l0,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,s1_l1,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,s1_l0,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150535,4,fp,12,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,residual,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,s0_l1,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,s0_l0,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,s1_l1,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,s1_l0,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_150823,5,fp,19,1900.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,residual,33,800.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,s0_l1,33,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,s0_l0,33,1200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,s1_l1,33,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,s1_l0,33,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151117,6,fp,33,400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,residual,47,3000.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,s0_l1,47,2700.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,s0_l0,47,2600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,s1_l1,47,2600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,s1_l0,47,2600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_151925,7,fp,47,3600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,residual,19,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,s0_l1,19,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,s0_l0,19,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,s1_l1,19,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,s1_l0,19,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152215,8,fp,19,1000.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,residual,114,6800.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,s0_l1,114,6400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,s0_l0,114,6600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,s1_l1,114,6500.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,s1_l0,114,6500.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152513,9,fp,114,2600.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,residual,52,2100.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,s0_l1,52,1700.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,s0_l0,52,1700.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,s1_l1,52,1800.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,s1_l0,52,1700.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_152842,10,fp,52,3300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,residual,109,4400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,s0_l1,109,5500.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,s0_l0,109,5300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,s1_l1,109,5300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,s1_l0,109,5300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153453,12,fp,109,7400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,residual,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,s0_l1,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,s0_l0,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,s1_l1,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,s1_l0,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_153802,13,fp,37,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,residual,45,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,s0_l1,45,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,s0_l0,45,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,s1_l1,45,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,s1_l0,45,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154103,14,fp,45,1800.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,residual,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,s0_l1,19,200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,s0_l0,19,200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,s1_l1,19,200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,s1_l0,19,100.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_154408,15,fp,19,200.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,residual,27,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,s0_l1,27,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,s0_l0,27,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,s1_l1,27,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,s1_l0,27,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155021,17,fp,27,400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,residual,147,4000.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,s0_l1,147,4400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,s0_l0,147,5500.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,s1_l1,147,5400.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,s1_l0,147,5500.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155314,18,fp,147,1300.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,residual,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,s0_l1,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,s0_l0,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,s1_l1,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,s1_l0,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155633,20,fp,19,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,residual,62,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,s0_l1,62,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,s0_l0,62,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,s1_l1,62,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,s1_l0,62,0.0
long_occlusion_gt8,add_01,20200813-subject-02/20200813_155953,21,fp,62,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,residual,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,s0_l1,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,s0_l0,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,s1_l1,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,s1_l0,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142123,1,fp,110,11000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,residual,49,100.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,s0_l1,49,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,s0_l0,49,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,s1_l1,49,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,s1_l0,49,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142446,2,fp,49,100.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,residual,25,300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,s0_l1,25,300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,s0_l0,25,600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,s1_l1,25,600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,s1_l0,25,600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_142802,3,fp,25,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,residual,14,1400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,s0_l1,14,1400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,s0_l0,14,1400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,s1_l1,14,1400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,s1_l0,14,1400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143125,4,fp,14,1300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,residual,88,6000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,s0_l1,88,4200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,s0_l0,88,3900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,s1_l1,88,4300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,s1_l0,88,4400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143531,5,fp,88,8700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,residual,37,2300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,s0_l1,37,2300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,s0_l0,37,2400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,s1_l1,37,2600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,s1_l0,37,2600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_143907,6,fp,37,3100.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,residual,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,s0_l1,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,s0_l0,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,s1_l1,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,s1_l0,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144313,7,fp,35,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,residual,100,4000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,s0_l1,100,5600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,s0_l0,100,5800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,s1_l1,100,5800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,s1_l0,100,5700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_144735,8,fp,100,5600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,residual,106,10400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,s0_l1,106,10500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,s0_l0,106,10400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,s1_l1,106,10400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,s1_l0,106,10500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145132,9,fp,106,10400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,residual,10,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,s0_l1,10,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,s0_l0,10,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,s1_l1,10,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,s1_l0,10,1000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_145743,10,fp,10,0.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,residual,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,s0_l1,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,s0_l0,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,s1_l1,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,s1_l0,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_150524,12,fp,22,2200.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,residual,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,s0_l1,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,s0_l0,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,s1_l1,35,3400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,s1_l0,35,3400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151632,15,fp,35,3500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,residual,32,2900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,s0_l1,32,2800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,s0_l0,32,2800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,s1_l1,32,2800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,s1_l0,32,2800.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_151948,16,fp,32,2500.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,residual,71,2900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,s0_l1,71,3100.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,s0_l0,71,3000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,s1_l1,71,2600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,s1_l0,71,2700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152420,17,fp,71,5900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,residual,65,4300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,s0_l1,65,5300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,s0_l0,65,5300.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,s1_l1,65,5600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,s1_l0,65,5600.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_152757,18,fp,65,6400.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,residual,50,4900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,s0_l1,50,4900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,s0_l0,50,5000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,s1_l1,50,4900.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,s1_l0,50,5000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153148,20,fp,50,5000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,residual,67,3000.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,s0_l1,67,2700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,s0_l0,67,2700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,s1_l1,67,2700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,s1_l0,67,2700.0
long_occlusion_gt8,adds_005,20200709-subject-01/20200709_153548,21,fp,67,2100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,residual,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,s0_l1,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,s0_l0,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,s1_l1,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,s1_l0,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150535,4,fp,12,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,residual,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,s0_l1,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,s0_l0,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,s1_l1,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,s1_l0,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_150823,5,fp,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,residual,33,2500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,s0_l1,33,2700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,s0_l0,33,2700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,s1_l1,33,2700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,s1_l0,33,2700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151117,6,fp,33,100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,residual,47,4700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,s0_l1,47,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,s0_l0,47,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,s1_l1,47,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,s1_l0,47,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_151925,7,fp,47,2900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,residual,19,1200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,s0_l1,19,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,s0_l0,19,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,s1_l1,19,1400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,s1_l0,19,1400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152215,8,fp,19,1000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,residual,114,7700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,s0_l1,114,7300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,s0_l0,114,7400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,s1_l1,114,7400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,s1_l0,114,7700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152513,9,fp,114,2900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,residual,52,5100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,s0_l1,52,5000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,s0_l0,52,5000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,s1_l1,52,5000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,s1_l0,52,5000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_152842,10,fp,52,4000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,residual,109,5200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,s0_l1,109,6800.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,s0_l0,109,6600.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,s1_l1,109,6500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,s1_l0,109,6700.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153453,12,fp,109,7800.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,residual,37,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,s0_l1,37,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,s0_l0,37,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,s1_l1,37,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,s1_l0,37,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_153802,13,fp,37,1400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,residual,45,3400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,s0_l1,45,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,s0_l0,45,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,s1_l1,45,4400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,s1_l0,45,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154103,14,fp,45,4500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,residual,19,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,s0_l1,19,100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,s0_l0,19,100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,s1_l1,19,100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,s1_l0,19,100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_154408,15,fp,19,200.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,residual,27,0.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,s0_l1,27,900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,s0_l0,27,900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,s1_l1,27,1100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,s1_l0,27,1100.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155021,17,fp,27,400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,residual,147,7400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,s0_l1,147,8000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,s0_l0,147,9000.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,s1_l1,147,8800.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,s1_l0,147,8500.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155314,18,fp,147,1800.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,residual,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,s0_l1,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,s0_l0,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,s1_l1,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,s1_l0,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155633,20,fp,19,1900.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,residual,62,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,s0_l1,62,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,s0_l0,62,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,s1_l1,62,1300.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,s1_l0,62,1400.0
long_occlusion_gt8,adds_005,20200813-subject-02/20200813_155953,21,fp,62,200.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,residual,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,s0_l1,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,s0_l0,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,s1_l1,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,s1_l0,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142123,1,fp,110,11000.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,residual,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,s0_l1,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,s0_l0,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,s1_l1,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,s1_l0,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142446,2,fp,49,4900.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,residual,25,2200.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,s0_l1,25,2100.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,s0_l0,25,2100.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,s1_l1,25,2200.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,s1_l0,25,2200.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_142802,3,fp,25,0.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,residual,14,1400.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,s0_l1,14,1400.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,s0_l0,14,1400.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,s1_l1,14,1400.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,s1_l0,14,1400.0
long_occlusion_gt8,adds_01,20200709-subject-01/20200709_143125,4,fp,14,1400.0
